基金代码,交易日期,申购金额,赎回金额,申赎1曝光,申赎2曝光,申赎3曝光,基金类型,风险等级,主要投资行业,投资风格,流动性等级,星期-申购,星期-赎回,节假日,百度指数-申购,情绪热度,发薪收盘
965,20241107,11032.98,5541.75,4480.01,2401.0,4529.46,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.18,0.16,1.0,290.0,31473504.1,6341.64
385,20241107,10470.8,4812.01,2800.84,2451.16,3332.78,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.15,1.0,1166.0,104884128.02,3470.67
192,20241107,8854.06,4711.68,4481.43,2762.69,6152.12,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.14,1.0,365.0,2120535.01,2990.56
164402,20241107,52708.99,73317.32,34546.93,2401.0,86772.32,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.17,1.0,1166.0,2091607.51,3411.86
168204,20241107,13845.49,19908.42,17685.24,2401.0,71204.8,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.18,1.0,2931.0,2120535.01,2990.58
166016,20241107,94408.97,43543.38,8377.37,4034.26,12448.5,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.19,0.16,1.0,2931.0,2091607.51,3411.86
1338,20241107,37202.67,23594.24,10987.61,4886.21,15712.19,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.17,0.18,1.0,8615.0,4868541.1,12174.27
161024,20241107,66283.85,80541.81,27129.45,2401.0,53407.1,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.17,0.18,1.0,8615.0,2091607.51,3411.86
1316,20241107,21625.09,17296.34,12259.89,4200.97,12667.49,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.2,0.17,1.0,2931.0,6687831.1,18024.59
160717,20241107,7465.6,8150.34,5165.25,2401.0,5633.61,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.16,0.18,1.0,320.0,30211746.0,3922.29
161028,20241108,45715.58,162930.89,124586.61,2401.0,205926.65,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.2,1.0,180973.0,1890326.13,3292.38
402,20241108,2373.1,3162.42,3505.85,2610.1,3798.31,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.14,0.12,1.0,922.0,38434464.1,6387.87
1480,20241108,17356.16,29944.04,15223.34,2401.0,32560.46,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.2,1.0,8189.0,38434464.1,6387.85
50027,20241108,43463.8,13637.37,15309.53,5480.31,15798.37,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.14,0.12,1.0,2983.0,1982357.51,2961.17
164906,20241108,16157.47,80614.03,87823.48,2401.0,89592.37,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.17,0.18,1.0,8189.0,3436397.1,7279.45
100050,20241108,2882.66,10796.31,13868.42,4894.68,11287.84,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.23,0.19,1.0,8189.0,1982357.51,2961.17
86,20241108,1935.26,1493.2,10048.77,5336.91,7174.32,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.14,0.17,1.0,346.0,1982357.51,2961.16
1016,20241108,16046.42,26022.76,9357.89,2401.0,10043.12,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.17,1.0,180973.0,16782230.1,2765.55
530028,20241108,49931.41,18823.38,13087.82,5499.39,11949.76,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.13,0.12,1.0,2983.0,1982357.51,2961.16
1407,20241108,3574.68,4128.98,2861.59,2401.0,3175.24,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.16,1.0,346.0,38434464.01,6387.87
965,20241108,3827.02,4095.02,4491.32,2401.0,4335.2,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.16,0.15,1.0,346.0,38434464.1,6387.87
385,20241108,7107.21,7101.01,2786.0,2472.35,3275.56,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.14,0.14,1.0,922.0,110793232.03,3452.31
192,20241108,13001.27,11181.78,4530.88,2741.5,5751.58,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.15,0.13,1.0,378.0,1982357.51,2961.15
164402,20241108,31166.76,70167.29,32626.15,2401.0,80158.75,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.18,1.0,922.0,1890326.13,3292.38
168204,20241108,12088.39,11083.5,17820.17,2401.0,64316.44,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.14,1.0,2983.0,1982357.51,2961.17
166016,20241108,107391.78,50172.93,8564.57,4052.62,12233.75,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.2,0.15,1.0,2983.0,1890326.13,3292.38
1338,20241108,52203.99,15865.47,11017.99,4982.28,14635.6,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.17,0.16,1.0,8189.0,4609202.6,11884.12
161024,20241108,25502.7,71502.87,25846.58,2401.0,49741.45,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.16,0.19,1.0,8189.0,1890326.13,3292.38
1316,20241108,19475.42,19545.48,11985.09,4168.48,11344.36,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.15,0.15,1.0,2983.0,5475272.6,17681.41
160717,20241108,2660.13,5311.02,5058.58,2401.0,5252.84,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.15,0.16,1.0,302.0,32989850.0,3890.2
161028,20241109,4300.33,9132.24,54357.95,2401.0,48647.2,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.02,0.02,0.0,17163.0,1890326.13,3292.38
402,20241109,2010.56,1530.92,2989.45,2514.03,2852.41,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.08,0.09,0.0,196.0,38434464.0,6387.88
1480,20241109,2563.53,1741.21,8025.57,2401.0,9217.31,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.03,0.0,1066.0,38434464.2,6387.87
50027,20241109,20093.13,6908.93,9595.25,4174.84,7130.52,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.07,0.07,0.0,513.0,1982357.51,2961.16
164906,20241109,2145.94,9603.02,47298.63,2401.0,25807.02,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.04,0.03,0.0,1066.0,3436397.0,7279.45
100050,20241109,1493.95,2668.59,9162.21,4293.52,5745.93,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.07,0.0,1066.0,1982357.51,2961.15
86,20241109,1907.81,1365.79,6645.21,4086.53,3895.8,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.1,0.09,0.0,168.0,1982357.49,2961.16
1016,20241109,2449.71,1976.03,5777.72,2401.0,4304.11,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.06,0.05,0.0,17163.0,16782230.1,2765.55
530028,20241109,16107.17,7112.43,8235.37,4192.5,5349.62,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.05,0.07,0.0,513.0,1982357.51,2961.16
1407,20241109,1548.29,1737.54,2667.32,2401.0,2723.13,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.08,0.08,0.0,168.0,38434464.01,6387.88
965,20241109,2039.02,1993.58,3510.09,2401.0,2953.43,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.09,0.1,0.0,168.0,38434464.2,6387.88
385,20241109,3366.88,2177.27,2606.57,2436.32,2648.25,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.09,0.09,0.0,196.0,110793232.04,3452.32
192,20241109,2455.98,2069.47,3365.98,2587.5,3248.71,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.05,0.06,0.0,277.0,1982357.51,2961.15
164402,20241109,3100.15,3161.62,17466.95,2401.0,20734.88,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.03,0.0,196.0,1890326.12,3292.38
168204,20241109,1765.29,2232.89,9542.97,2401.0,17598.35,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.04,0.0,513.0,1982357.51,2961.15
166016,20241109,27111.23,13722.97,5761.47,3272.73,5571.44,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.03,0.02,0.0,513.0,1890326.14,3292.38
1338,20241109,6503.07,5705.84,6799.21,3864.72,6039.8,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.05,0.05,0.0,1066.0,4609202.6,11884.12
161024,20241109,8118.87,4547.07,14663.15,2401.0,14044.32,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.05,0.04,0.0,1066.0,1890326.12,3292.38
1316,20241109,4988.62,4653.14,7065.53,3329.24,4979.46,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.06,0.06,0.0,513.0,5475272.5,17681.41
160717,20241109,1575.63,1901.97,3750.98,2401.0,3333.48,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.1,0.08,0.0,194.0,32989850.0,3890.21
161028,20241110,2692.45,5673.64,24873.83,2401.0,23995.04,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.02,0.02,0.0,10126.0,1890326.13,3292.38
402,20241110,1811.17,1429.75,2700.52,2474.47,2652.49,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.08,0.09,0.0,225.0,38434464.0,6387.89
1480,20241110,1944.63,2018.75,4681.34,2401.0,5288.16,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.03,0.0,965.0,38434464.3,6387.88
50027,20241110,12411.03,5037.72,6132.34,3470.53,5072.7,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.06,0.06,0.0,506.0,1982357.51,2961.16
164906,20241110,2292.1,12269.14,20882.52,2401.0,13024.24,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.03,0.02,0.0,965.0,3436397.0,7279.45
100050,20241110,1411.31,2845.16,5402.61,3084.82,4251.84,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.07,0.0,965.0,1982357.51,2961.15
86,20241110,1811.6,1394.23,4718.78,3377.99,3215.51,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.09,0.07,0.0,152.0,1982357.49,2961.16
1016,20241110,1918.26,2740.8,4131.04,2401.0,3429.56,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.06,0.05,0.0,10126.0,16782230.1,2765.55
530028,20241110,15085.74,10309.1,5408.26,3630.18,3993.28,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.05,0.05,0.0,506.0,1982357.51,2961.16
1407,20241110,1715.09,1376.87,2547.23,2401.0,2601.63,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.08,0.08,0.0,152.0,38434464.01,6387.89
965,20241110,1542.16,1535.48,2938.59,2401.0,2671.56,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.07,0.09,0.0,152.0,38434464.3,6387.89
385,20241110,3194.6,1952.92,2511.91,2413.72,2536.63,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.08,0.08,0.0,225.0,110793232.05,3452.33
192,20241110,2043.21,1708.97,2864.42,2506.96,2775.41,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.05,0.05,0.0,251.0,1982357.51,2961.15
164402,20241110,3114.77,2229.84,8517.95,2401.0,10974.9,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.03,0.0,225.0,1890326.12,3292.38
168204,20241110,1876.47,1880.51,5497.27,2401.0,9819.18,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.03,0.0,506.0,1982357.51,2961.15
166016,20241110,18897.07,4660.11,4599.4,2977.44,4049.09,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.02,0.02,0.0,506.0,1890326.15,3292.38
1338,20241110,5359.97,3911.29,4768.94,3135.68,4354.27,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.04,0.04,0.0,965.0,4609202.6,11884.12
161024,20241110,6382.48,3503.74,7637.74,2401.0,8272.11,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.04,0.03,0.0,965.0,1890326.12,3292.38
1316,20241110,6685.53,3852.59,4646.73,2896.2,3763.7,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.06,0.05,0.0,506.0,5475272.5,17681.41
160717,20241110,1450.45,1433.15,3098.95,2401.0,2890.55,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.09,0.07,0.0,211.0,32989850.0,3890.22
161028,20241111,72240.7,205114.65,109178.04,2401.0,211693.21,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.22,0.18,1.0,142769.0,1521205.01,3256.81
402,20241111,6874.79,4264.14,3353.97,2552.18,3863.3,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.17,1.0,1003.0,42728164.1,6689.99
1480,20241111,15244.89,15839.29,14056.33,2401.0,33848.27,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.16,1.0,7928.0,42728164.1,6689.98
50027,20241111,46629.53,16577.93,12919.69,4767.53,15538.41,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.22,1.0,2905.0,1799664.39,2911.11
164906,20241111,29116.58,58190.35,79051.08,2401.0,92333.3,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.19,0.19,1.0,7928.0,2997885.3,7394.93
100050,20241111,3105.05,7605.38,14175.71,4383.94,12167.34,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.15,0.17,1.0,7928.0,1799664.39,2911.11
86,20241111,1957.15,1749.8,9031.52,4734.33,7115.69,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.15,0.14,1.0,278.0,1799664.39,2911.1
1016,20241111,9714.84,15895.88,8433.17,2401.0,10125.06,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.17,1.0,142769.0,14646664.1,2753.75
530028,20241111,52576.83,27729.99,10599.08,4804.97,11826.85,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.19,0.18,1.0,2905.0,1799664.39,2911.1
1407,20241111,3860.19,2678.07,2854.53,2401.0,3243.77,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.15,0.16,1.0,278.0,42728164.01,6689.99
965,20241111,14282.8,3991.39,4113.38,2401.0,4326.72,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.17,0.16,1.0,278.0,42728164.1,6689.99
385,20241111,6530.15,3006.28,2711.83,2443.39,3231.76,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.22,1.0,1003.0,102433488.01,3470.08
192,20241111,13241.67,5787.61,4118.32,2675.09,5771.36,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.22,1.0,309.0,1799664.39,2911.11
164402,20241111,26398.68,36586.59,28598.82,2401.0,80013.23,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.21,0.2,1.0,1003.0,1521205.01,3256.81
168204,20241111,17202.53,12081.25,15139.98,2401.0,64259.22,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.17,1.0,2905.0,1799664.39,2911.11
166016,20241111,213872.45,51286.83,8832.3,4170.6,12731.78,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.16,0.22,1.0,2905.0,1521205.01,3256.81
1338,20241111,27377.64,26006.53,9857.33,4316.12,14754.98,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.18,0.18,1.0,7928.0,3031717.35,11807.65
161024,20241111,26781.01,42603.2,22905.73,2401.0,50320.72,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.2,0.18,1.0,7928.0,1521205.01,3256.81
1316,20241111,21036.74,12912.02,10153.32,3783.48,11585.25,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.18,0.2,1.0,2905.0,3961291.3,17543.95
160717,20241111,3982.6,2499.14,4713.84,2401.0,5272.62,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.16,0.17,1.0,335.0,30892432.0,3916.39
161028,20241112,77127.63,187925.52,124803.48,2401.0,208238.78,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.24,0.18,1.0,140248.0,1266962.39,3226.16
402,20241112,9033.77,4484.27,3510.09,2643.3,3853.41,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.19,1.0,1001.0,40285300.1,6583.19
1480,20241112,17550.25,14339.17,14689.29,2401.0,32546.33,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.19,1.0,8042.0,40285300.1,6583.17
50027,20241112,77524.97,14874.3,15436.68,5825.75,16078.12,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.2,0.22,1.0,2790.0,1697183.39,2876.66
164906,20241112,33990.64,64314.39,83924.0,2401.0,88377.32,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.2,0.23,1.0,8042.0,4410085.1,7483.58
100050,20241112,3241.86,10808.95,15331.43,5180.08,12220.33,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.17,1.0,8042.0,1697183.39,2876.66
86,20241112,3801.69,1470.3,10060.78,5538.24,7246.38,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.19,1.0,309.0,1697183.39,2876.65
1016,20241112,12746.39,15402.05,8849.97,2401.0,10050.18,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.2,0.18,1.0,140248.0,14312710.1,2712.28
530028,20241112,85939.83,21896.31,12963.49,5787.61,12288.14,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.22,0.23,1.0,2790.0,1697183.39,2876.65
1407,20241112,6473.39,1985.86,2925.87,2401.0,3378.69,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.15,1.0,309.0,40285300.01,6583.19
965,20241112,5683.45,3927.53,4354.27,2401.0,4297.75,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.17,0.17,1.0,309.0,40285300.1,6583.19
385,20241112,10648.66,5880.05,2788.83,2467.4,3251.54,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.17,1.0,1001.0,103960088.02,3421.98
192,20241112,23516.56,3212.18,4482.84,2795.19,5815.16,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.22,0.22,1.0,300.0,1697183.39,2876.64
164402,20241112,74152.21,41924.57,32258.11,2401.0,79275.72,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.19,1.0,1001.0,1266962.39,3226.16
168204,20241112,21712.82,14935.97,16741.45,2401.0,63884.1,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.21,0.22,1.0,2790.0,1697183.39,2876.64
166016,20241112,288705.92,46051.46,9889.82,4714.55,13765.99,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.18,0.21,1.0,2790.0,1266962.39,3226.16
1338,20241112,34815.22,18458.59,10827.96,4931.42,14895.56,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.2,0.2,1.0,8042.0,2999578.6,11724.99
161024,20241112,62226.35,47170.98,25630.42,2401.0,49437.69,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.22,0.19,1.0,8042.0,1266962.38,3226.16
1316,20241112,19441.77,14005.9,11280.78,4144.46,11400.87,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.19,0.18,1.0,2790.0,3959387.8,17411.99
160717,20241112,4273.19,8037.75,4844.53,2401.0,5234.48,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.18,0.19,1.0,310.0,33429782.0,3874.44
161028,20241113,55062.05,89629.46,97651.28,2401.0,180870.41,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.22,1.0,125455.0,1037191.19,3216.94
402,20241113,6401.03,2496.39,3339.13,2569.13,3756.63,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.19,1.0,880.0,32100410.1,6602.5
1480,20241113,11530.03,11128.75,12608.15,2401.0,29766.54,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.21,1.0,7635.0,32100410.1,6602.48
50027,20241113,64482.31,15809.19,13823.91,5316.42,14552.94,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.18,1.0,2931.0,1381362.26,2901.7
164906,20241113,29498.1,40481.54,66372.14,2401.0,76997.5,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.18,0.18,1.0,7635.0,2797780.3,7391.38
100050,20241113,3264.37,7719.53,12640.65,4834.64,10633.69,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.17,1.0,7635.0,1381362.26,2901.7
86,20241113,3526.6,1576.71,9317.62,5230.24,6789.32,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.18,1.0,271.0,1381362.26,2901.69
1016,20241113,6869.34,13631.89,7925.25,2401.0,9318.33,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.21,1.0,125455.0,11989902.1,2728.24
530028,20241113,57212.23,27101.01,11532.97,5255.67,11183.29,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.18,0.19,1.0,2931.0,1381362.26,2901.69
1407,20241113,6185.27,1637.92,2930.11,2401.0,3402.71,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.19,1.0,271.0,32100410.01,6602.5
965,20241113,2592.18,3851.08,4102.07,2401.0,4089.36,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.16,0.17,1.0,271.0,32100410.1,6602.5
385,20241113,4326.87,2538.37,2710.41,2446.21,3159.0,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.15,1.0,880.0,82943536.01,3439.29
192,20241113,24113.78,4448.45,4205.21,2716.77,5531.17,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.17,1.0,327.0,1381362.26,2901.68
164402,20241113,41252.22,19049.52,26384.88,2401.0,69477.59,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.21,1.0,880.0,1037191.19,3216.94
168204,20241113,9890.92,10756.64,14625.71,2401.0,57218.97,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.21,1.0,2931.0,1381362.26,2901.68
166016,20241113,181470.77,143881.29,9919.49,4561.25,13195.19,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.21,0.21,1.0,2931.0,1037191.19,3216.94
1338,20241113,22258.34,16182.25,9909.6,4470.83,13699.58,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.19,0.19,1.0,7635.0,1852270.1,11721.15
161024,20241113,30772.6,26757.71,21305.67,2401.0,43210.54,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.16,0.2,1.0,7635.0,1037191.19,3216.94
1316,20241113,13457.35,9876.02,9817.06,3686.7,10344.06,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.17,0.18,1.0,2931.0,2488826.3,17402.16
160717,20241113,2683.83,2941.9,4533.7,2401.0,4951.91,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.17,0.16,1.0,338.0,26009368.0,3901.94
161028,20241114,83433.15,95426.28,88929.03,2401.0,163965.63,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.14,0.17,1.0,130651.0,1149417.63,3115.38
402,20241114,2104.33,2004.45,3260.72,2572.66,3580.03,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.15,1.0,724.0,28765812.1,6353.28
1480,20241114,17254.7,15802.15,11814.84,2401.0,26758.58,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.18,1.0,6573.0,28765812.1,6353.28
50027,20241114,43656.11,13856.09,13066.62,5011.25,13366.86,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.14,1.0,2754.0,1299674.51,2874.15
164906,20241114,33587.89,44220.65,59358.74,2401.0,68920.22,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.19,0.18,1.0,6573.0,2140546.51,7147.86
100050,20241114,3317.57,6281.01,11701.81,4425.62,10008.5,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.22,0.16,1.0,6573.0,1299674.51,2874.15
86,20241114,2244.36,1588.27,8750.36,4890.45,6446.7,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.16,1.0,305.0,1299674.51,2874.11
1016,20241114,9097.33,8249.61,7509.87,2401.0,8545.5,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.16,1.0,130651.0,10989676.1,2704.15
530028,20241114,29317.84,29716.22,10847.74,4967.45,10330.63,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.17,0.17,1.0,2754.0,1299674.51,2874.15
1407,20241114,5522.75,2077.2,2954.13,2401.0,3453.58,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.17,1.0,305.0,28765812.1,6353.28
965,20241114,2080.01,2426.38,3921.23,2401.0,3909.22,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.18,0.16,1.0,305.0,28765812.1,6353.28
385,20241114,6255.15,2544.43,2699.82,2444.09,3057.27,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.15,1.0,724.0,76288416.1,3379.85
192,20241114,10374.7,4929.48,4074.52,2669.44,5169.48,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.14,1.0,305.0,1299674.51,2874.11
164402,20241114,42800.67,27820.57,23889.78,2401.0,63164.26,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.17,1.0,724.0,1149417.63,3115.38
168204,20241114,9730.17,15391.81,13960.96,2401.0,52646.28,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.18,1.0,2754.0,1299674.51,2874.11
166016,20241114,93157.41,114660.82,9723.11,4391.71,12533.98,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.19,0.16,1.0,2754.0,1149417.63,3115.28
1338,20241114,27483.61,15606.18,9463.85,4352.86,12566.47,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.17,0.18,1.0,6573.0,1940876.13,11583.51
161024,20241114,31671.41,29025.56,19387.73,2401.0,39830.29,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.17,0.18,1.0,6573.0,1149417.63,3115.38
